Gene_name	cluster_number
LKAAEAR1	1
LLCFC1	9
LLGL1	25
LLGL2	25
LLPH	1
LMAN1	20
LMAN1L	20
LMAN2	20
LMAN2L	20
LMBR1	38
LMBR1L	38
LMBRD1	42
LMBRD2	41
LMCD1	44
LMF1	17
LMF2	17
LMLN	12
LMLN2	12
LMNA	10
LMNB1	10
LMNB2	10
LMNTD1	4
LMNTD2	1
LMO1	38
LMO2	38
LMO3	10
LMO4	44
LMO7	6
LMOD1	10
LMOD2	10
LMOD3	10
LMTK2	7
LMTK3	7
LMX1A	34
LMX1B	34
LNP1	16
LNPEP	7
LNPK	5
LNX1	57
LNX2	39
LOC100128108	9
LOC100129098	30
LOC100129307	30
LOC100129484	30
LOC100129697	30
LOC100131107	30
LOC100132202	4
LOC100286986	30
LOC100287036	30
LOC100287896	4
LOC100288562	3
LOC100288966	7
LOC100289561	16
LOC100505502	30
LOC100505841	58
LOC100506422	9
LOC100506514	6
LOC100507221	30
LOC100509620	47
LOC100652777	4
LOC100652833	9
LOC100652871	32
LOC100653049	6
LOC100653133	4
LOC100996379	4
LOC100996413	30
LOC100996574	30
LOC100996598	30
LOC100996637	4
LOC100996701	30
LOC100996709	7
LOC100996747	7
LOC100996750	9
LOC100996842	30
LOC101059906	4
LOC101059915	9
LOC101059949	9
LOC101060017	30
LOC101060024	16
LOC101060179	30
LOC101060341	30
LOC101060588	30
LOC101927345	9
LOC101927353	30
LOC101927375	9
LOC101927509	30
LOC101927572	30
LOC101928095	30
LOC101928120	30
LOC101928193	30
LOC101928212	30
LOC101928268	30
LOC101928436	30
LOC101928548	30
LOC101928589	30
LOC101928592	27
LOC101928722	30
LOC101928764	30
LOC101928879	17
LOC101929372	30
LOC101929400	30
LOC101929601	3
LOC101929627	3
LOC101929692	30
LOC101929738	9
LOC101929773	46
LOC101929805	16
LOC101929937	30
LOC101929959	7
LOC101930047	30
LOC101930307	30
LOC101930420	15
LOC101930434	30
LOC102723360	30
LOC102723382	30
LOC102723407	16
LOC102723502	7
LOC102723623	58
LOC102723655	30
LOC102723713	30
LOC102723722	30
LOC102723728	32
LOC102723730	30
LOC102723750	30
LOC102723899	9
LOC102723930	30
LOC102723996	16
LOC102724014	30
LOC102724052	30
LOC102724062	30
LOC102724151	9
LOC102724159	7
LOC102724197	45
LOC102724200	6
LOC102724219	30
LOC102724237	30
LOC102724250	16
LOC102724265	30
LOC102724334	7
LOC102724474	30
LOC102724485	33
LOC102724488	4
LOC102724642	3
LOC102724646	30
LOC102724657	9
LOC102724665	30
LOC102724751	10
LOC102724770	6
LOC102724788	2
LOC102724813	10
LOC102724843	30
LOC102724877	30
LOC102724951	30
LOC102724957	30
LOC102724965	30
LOC102724971	16
LOC102725023	9
LOC102725035	16
LOC102725180	30
LOC105369176	16
LOC105369189	4
LOC105369214	30
LOC105369246	30
LOC105369274	1
LOC105369535	30
LOC105369591	30
LOC105369669	30
LOC105369869	30
LOC105369914	30
LOC105370092	30
LOC105370399	30
LOC105370579	30
LOC105370691	30
LOC105370705	30
LOC105370706	30
LOC105370733	30
LOC105370849	16
LOC105370940	30
LOC105370980	30
LOC105371063	30
LOC105371095	30
LOC105371191	30
LOC105371253	30
LOC105371371	30
LOC105371409	30
LOC105371419	30
LOC105371598	30
LOC105371932	30
LOC105371933	30
LOC105372204	30
LOC105372269	30
LOC105372319	27
LOC105372412	30
LOC105372478	4
LOC105372585	30
LOC105372704	30
LOC105372714	30
LOC105372798	30
LOC105372824	30
LOC105372836	30
LOC105372977	30
LOC105373057	30
LOC105373091	30
LOC105373102	30
LOC105373133	30
LOC105373154	30
LOC105373242	30
LOC105373244	30
LOC105373289	30
LOC105373314	1
LOC105373347	30
LOC105373381	10
LOC105373392	30
LOC105373395	30
LOC105373750	30
LOC105373780	30
LOC105373944	30
LOC105373985	17
LOC105373989	30
LOC105374013	9
LOC105374103	9
LOC105374299	30
LOC105374301	30
LOC105374314	30
LOC105374811	30
LOC105375106	30
LOC105375107	30
LOC105375112	30
LOC105375116	30
LOC105375683	30
LOC105375809	17
LOC105375816	16
LOC105375817	16
LOC105375938	30
LOC105375975	30
LOC105376204	30
LOC105376335	30
LOC105376341	30
LOC105376525	1
LOC105376526	9
LOC105376678	4
LOC105376714	30
LOC105376722	16
LOC105376731	9
LOC105376747	30
LOC105376791	30
LOC105376875	30
LOC105377021	30
LOC105377022	30
LOC105377310	9
LOC105377622	30
LOC105377641	9
LOC105377650	16
LOC105377746	30
LOC105377792	30
LOC105377805	30
LOC105378105	30
LOC105378148	30
LOC105378161	30
LOC105378193	4
LOC105378260	4
LOC105378862	30
LOC105378947	30
LOC105378949	30
LOC105378950	30
LOC105378979	9
LOC105379198	30
LOC105379356	16
LOC105379417	30
LOC105379464	9
LOC105379473	30
LOC105379474	30
LOC105379529	1
LOC105379533	30
LOC105379545	30
LOC105379547	30
LOC105379554	6
LOC105379561	30
LOC105379589	30
LOC105379752	30
LOC107983958	30
LOC107983981	30
LOC107983983	16
LOC107983989	30
LOC107983990	30
LOC107983991	4
LOC107983998	30
LOC107984014	30
LOC107984025	9
LOC107984026	7
LOC107984043	30
LOC107984104	30
LOC107984124	30
LOC107984126	27
LOC107984138	32
LOC107984139	53
LOC107984153	30
LOC107984156	7
LOC107984189	30
LOC107984203	30
LOC107984264	30
LOC107984351	30
LOC107984355	30
LOC107984449	30
LOC107984512	30
LOC107984590	30
LOC107984638	30
LOC107984728	4
LOC107984745	40
LOC107984751	30
LOC107984814	30
LOC107984817	30
LOC107984832	30
LOC107984833	30
LOC107984841	30
LOC107984851	30
LOC107984859	30
LOC107984862	30
LOC107984876	30
LOC107984902	16
LOC107984974	4
LOC107985021	30
LOC107985022	30
LOC107985082	9
LOC107985103	30
LOC107985115	30
LOC107985149	30
LOC107985320	30
LOC107985381	30
LOC107985388	30
LOC107985410	30
LOC107985416	30
LOC107985433	30
LOC107985524	30
LOC107985532	9
LOC107985535	30
LOC107985555	9
LOC107985556	30
LOC107985657	30
LOC107985678	30
LOC107985687	30
LOC107985692	16
LOC107985728	30
LOC107985729	30
LOC107985734	30
LOC107985773	30
LOC107985778	1
LOC107985792	30
LOC107985795	30
LOC107985798	49
LOC107985805	30
LOC107985876	30
LOC107985896	30
LOC107985931	1
LOC107986004	30
LOC107986035	30
LOC107986084	56
LOC107986113	9
LOC107986175	30
LOC107986211	30
LOC107986215	16
LOC107986217	30
LOC107986244	16
LOC107986453	9
LOC107986531	30
LOC107986532	32
LOC107986554	30
LOC107986596	30
LOC107986677	30
LOC107986755	30
LOC107986762	30
LOC107986800	30
LOC107986860	30
LOC107986908	30
LOC107986910	30
LOC107986982	1
LOC107987004	30
LOC107987013	30
LOC107987035	7
LOC107987042	30
LOC107987044	30
LOC107987048	9
LOC107987067	30
LOC107987099	1
LOC107987125	30
LOC107987158	30
LOC107987175	30
LOC107987211	30
LOC107987233	30
LOC107987235	30
LOC107987236	16
LOC107987237	30
LOC107987238	30
LOC107987243	30
LOC107987248	9
LOC107987254	30
LOC107987269	30
LOC107987276	30
LOC107987285	30
LOC107987288	30
LOC107987289	30
LOC107987290	30
LOC107987363	30
LOC107987364	30
LOC107987372	30
LOC107987373	10
LOC107987377	30
LOC107987382	30
LOC107987386	30
LOC107987388	30
LOC107987394	16
LOC107987423	4
LOC107987425	16
LOC107987432	30
LOC107987433	30
LOC107987441	9
LOC107987457	16
LOC107987462	16
LOC107987464	30
LOC107987477	30
LOC107987478	2
LOC107987479	2
LOC107987545	16
LOC110384692	10
LOC112267855	30
LOC112267857	30
LOC112267859	47
LOC112267874	30
LOC112267876	30
LOC112267881	9
LOC112267886	16
LOC112267897	30
LOC112267904	30
LOC112267910	9
LOC112267930	30
LOC112267939	30
LOC112267940	30
LOC112267947	30
LOC112267951	30
LOC112267959	30
LOC112267964	9
LOC112267968	16
LOC112267971	30
LOC112267992	16
LOC112268052	30
LOC112268076	30
LOC112268080	9
LOC112268092	30
LOC112268102	30
LOC112268131	30
LOC112268136	30
LOC112268137	30
LOC112268145	12
LOC112268168	30
LOC112268184	30
LOC112268186	30
LOC112268211	9
LOC112268219	30
LOC112268237	30
LOC112268238	30
LOC112268260	30
LOC112268270	30
LOC112268271	30
LOC112268284	30
LOC112268320	16
LOC112268334	9
LOC112268336	9
LOC112268337	9
LOC112268340	9
LOC112268342	30
LOC112268347	30
LOC112268350	30
LOC112268354	9
LOC112268355	16
LOC112268384	4
LOC112268387	9
LOC112268390	9
LOC112268395	9
LOC112268437	16
LOC112268444	30
LOC112577516	9
LOC112577592	30
LOC112694756	1
LOC114483834	7
LOC114841035	30
LOC114841037	9
LOC149373	30
LOC150051	30
LOC283710	30
LOC284898	30
LOC388282	30
LOC388813	30
LOC389199	30
LOC389602	30
LOC389831	30
LOC389895	4
LOC390877	7
LOC391322	1
LOC400499	4
LOC401040	30
LOC441155	48
LOC441239	30
LOC643802	9
LOC644090	30
LOC645177	16
LOC645188	30
LOC645202	4
LOC647264	30
LOC728392	9
LOC730098	9
LOC730183	30
LONP1	7
LONP2	3
LONRF1	26
LONRF2	26
LONRF3	7
LORICRIN	30
LOX	6
LOXHD1	28
LOXL1	6
LOXL2	18
LOXL3	18
LOXL4	18
LPA	22
LPAR1	4
LPAR2	4
LPAR3	4
LPAR4	4
LPAR5	4
LPAR6	4
LPCAT1	7
LPCAT2	7
LPCAT3	45
LPCAT4	8
LPIN1	7
LPIN2	7
LPIN3	7
LPL	4
LPO	32
LPP	20
LPXN	20
LRAT	1
LRATD1	16
LRATD2	16
LRBA	7
LRCH1	3
LRCH2	3
LRCH3	3
LRCH4	3
LRCOL1	9
LRFN1	23
LRFN2	57
LRFN3	23
LRFN4	23
LRFN5	23
LRG1	3
LRGUK	7
LRIF1	16
LRIG1	7
LRIG2	15
LRIG3	7
LRIT1	4
LRIT2	10
LRIT3	14
LRMDA	8
IRAG2	1
LRP1	24
LRP10	4
LRP11	4
LRP12	4
LRP1B	24
LRP2	19
LRP2BP	46
LRP3	4
LRP4	19
LRP5	4
LRP5L	4
LRP6	4
LRP8	19
LRPAP1	6
LRPPRC	51
LRR1	3
LRRC1	7
LRRC10	3
LRRC10B	3
LRRC14	1
LRRC14B	1
LRRC15	7
LRRC17	55
LRRC18	3
LRRC19	13
LRRC2	3
LRRC20	3
LRRC23	7
LRRC24	23
LRRC25	16
LRRC26	23
LRRC27	45
LRRC28	3
LRRC29	45
LRRC3	10
LRRC30	3
LRRC31	48
LRRC32	3
LRRC34	8
LRRC36	56
LRRC37A	13
LRRC37A2	13
LRRC37A3	13
LRRC37B	13
LRRC38	45
LRRC39	7
LRRC3B	13
LRRC3C	10
LRRC4	23
LRRC40	7
LRRC41	16
LRRC42	1
LRRC43	56
LRRC45	8
LRRC46	7
LRRC47	7
LRRC49	7
LRRC4B	3
LRRC4C	3
LRRC52	55
LRRC53	14
LRRC55	25
LRRC56	56
LRRC57	7
LRRC58	3
LRRC59	3
LRRC6	15
LRRC61	8
LRRC63	3
LRRC66	5
LRRC69	3
LRRC7	7
LRRC70	3
LRRC71	8
LRRC72	8
LRRC73	8
LRRC74A	8
LRRC74B	8
LRRC75A	16
LRRC75B	16
LRRC8A	7
LRRC8B	3
LRRC8C	3
LRRC8D	3
LRRC8E	7
LRRC9	7
LRRCC1	7
LRRD1	7
LRRFIP1	6
LRRFIP2	4
LRRIQ1	41
LRRIQ3	58
LRRIQ4	7
LRRK1	7
LRRK2	7
LRRN1	3
LRRN2	3
LRRN3	3
LRRN4	23
LRRN4CL	16
LRRTM1	3
LRRTM2	3
LRRTM3	3
LRRTM4	3
LRSAM1	7
LRTM1	23
LRTM2	23
LRTOMT	42
LRWD1	4
LSAMP	4
LSG1	7
LSM1	26
LSM10	48
LSM11	17
LSM12	26
LSM14A	2
LSM14B	2
LSM2	26
LSM3	26
LSM4	15
LSM5	26
LSM6	26
LSM7	26
LSM8	26
LSMEM1	9
LSMEM2	9
LSP1	16
LSR	16
LSS	37
LST1	9
LTA	16
LTA4H	7
LTB	16
LTB4R	4
LTB4R2	4
LTBP1	19
LTBP2	19
LTBP3	19
LTBP4	19
LTBR	1
LTC4S	1
LTF	4
LTK	7
LTN1	7
LTO1	42
LTV1	5
LUC7L	26
LUC7L3	26
LUM	23
LURAP1	16
LURAP1L	16
LUZP1	16
LUZP2	16
LUZP4	9
LUZP6	15
LVRN	7
LXN	16
LY6D	16
LY6E	16
LY6G5B	9
LY6G5C	9
LY6G6C	9
LY6G6D	9
LY6G6F	9
LY6G6F-LY6G6D	9
LY6H	9
LY6K	9
LY6L	9
LY75	17
LY75-CD302	17
LY86	9
LY9	16
LY96	9
LYAR	57
LYG1	1
LYG2	1
LYL1	4
LYN	7
LYNX1	9
LYNX1-SLURP2	9
LYPD1	16
LYPD2	16
LYPD3	16
LYPD4	9
LYPD5	16
LYPD6	1
LYPD6B	1
LYPD8	9
LYPLA1	2
LYPLA2	2
LYPLAL1	2
LYRM1	48
LYRM2	6
LYRM4	20
LYRM7	6
LYRM9	1
LYSMD1	32
LYSMD2	32
LYSMD3	4
LYSMD4	6
LYST	7
LYVE1	16
LYZ	6
LYZL1	6
LYZL2	6
LYZL4	16
LYZL6	6
LZIC	10
LZTFL1	58
LZTR1	7
LZTS1	6
LZTS2	6
LZTS3	6
M1AP	1
M6PR	38
CFAP91	56
MAB21L1	6
MAB21L2	6
MAB21L3	6
MAB21L4	9
MACC1	16
MACF1	3
MACIR	16
MACO1	10
MACROD1	41
MACROD2	41
MACROH2A1	7
MACROH2A2	7
MAD1L1	45
MAD2L1	2
MAD2L1BP	1
MAD2L2	2
MADCAM1	16
MAEA	26
MAEL	6
MAF	10
MAF1	26
MAFA	4
MAFB	4
MAFF	10
MAFG	10
MAFK	4
MAG	4
MAGEA1	4
MAGEA10	44
MAGEA11	4
MAGEA12	4
MAGEA2	4
MAGEA2B	4
MAGEA3	4
MAGEA4	4
MAGEA5	30
MAGEA6	4
MAGEA8	44
MAGEA9	4
MAGEA9B	4
MAGEB1	10
MAGEB10	44
MAGEB16	44
MAGEB17	4
MAGEB18	4
MAGEB2	4
MAGEB3	4
MAGEB4	4
MAGEB5	6
MAGEB6	4
MAGEC1	4
MAGEC2	4
MAGEC3	1
MAGED1	44
MAGED2	44
MAGED4	44
MAGED4B	44
MAGEE1	44
MAGEE2	10
MAGEF1	44
MAGEH1	10
MAGEL2	44
MAGI1	20
MAGI2	20
MAGI3	43
MAGIX	10
MAGOH	41
MAGOHB	41
MAGT1	45
MAIP1	6
MAJIN	16
MAK	7
MAK16	7
MAL	16
MAL2	16
MALL	16
MALRD1	17
MALSU1	46
MALT1	10
MAMDC2	10
MAMDC4	10
MAML1	1
MAML2	16
MAML3	16
MAMLD1	16
MAMSTR	16
MAN1A1	3
MAN1A2	3
MAN1B1	3
MAN1C1	3
MAN2A1	8
MAN2A2	8
MAN2B1	8
MAN2B2	8
MAN2C1	39
MANBA	14
MANBAL	16
MANEA	1
MANEAL	1
MANF	17
MANSC1	16
MANSC4	16
MAOA	2
MAOB	2
MAP10	1
MAP11	1
MAP1A	35
MAP1B	6
MAP1LC3A	15
MAP1LC3B	3
MAP1LC3B2	3
MAP1LC3C	15
MAP1S	6
MAP2K1	7
MAP2K2	7
MAP2K3	7
MAP2K4	7
MAP2K5	7
MAP2K6	7
MAP2K7	7
MAP3K1	7
MAP3K10	7
MAP3K11	7
MAP3K12	7
MAP3K13	7
MAP3K14	7
MAP3K15	7
MAP3K19	7
MAP3K2	7
MAP3K20	7
MAP3K21	7
MAP3K3	7
MAP3K4	7
MAP3K5	7
MAP3K6	7
MAP3K7	7
MAP3K7CL	1
MAP3K8	7
MAP3K9	7
MAP4	6
MAP4K1	7
MAP4K2	7
MAP4K3	7
MAP4K4	7
MAP4K5	7
MAP6	16
MAP6D1	16
MAP7	6
MAP7D1	16
MAP7D2	4
MAP7D3	1
MAP9	1
MAPK1	7
MAPK10	7
MAPK11	7
MAPK12	7
MAPK13	7
MAPK14	7
MAPK15	7
MAPK1IP1L	9
MAPK3	7
MAPK4	7
MAPK6	7
MAPK7	7
MAPK8	7
MAPK8IP1	10
MAPK8IP2	10
MAPK8IP3	4
MAPK9	7
MAPKAP1	38
MAPKAPK2	7
MAPKAPK3	7
MAPKAPK5	7
MAPKBP1	7
MAPRE1	7
MAPRE2	7
MAPRE3	7
MAPT	6
MARCHF1	47
MARCHF10	47
MARCHF11	47
MARCHF2	47
MARCHF3	1
MARCHF4	47
MARCHF5	44
MARCHF6	2
MARCHF7	2
MARCHF8	47
MARCHF9	47
MARCKS	16
MARCKSL1	16
MARCO	18
MARCOL	1
MARF1	48
MARK1	7
MARK2	7
MARK3	7
MARK4	7
MARS1	7
MARS2	7
MARVELD1	16
MARVELD2	6
MARVELD3	1
MAS1	1
MAS1L	16
MASP1	22
MASP2	22
MAST1	7
MAST2	7
MAST3	7
MAST4	7
MASTL	7
MAT1A	7
MAT2A	7
MAT2B	42
MATK	7
MATN1	18
MATN2	18
MATN3	19
MATN4	18
MATR3	4
MAU2	32
MAVS	1
MAX	38
MAZ	27
MB	1
MB21D2	6
MBD1	4
MBD2	32
MBD3	10
MBD3L1	4
MBD3L2	6
MBD3L2B	6
MBD3L3	6
MBD3L4	6
MBD3L5	6
MBD4	48
MBD5	48
MBD6	4
MBIP	38
MBL2	17
MBLAC1	4
MBLAC2	48
MBNL2	4
MBNL3	4
MBOAT1	45
MBOAT2	45
MBOAT4	33
MBOAT7	45
MBP	16
MBTD1	10
MBTPS1	3
MBTPS2	38
MC1R	4
MC2R	4
MC3R	4
MC4R	4
MC5R	4
MCAM	4
MCAT	49
MCC	4
MCCC1	2
MCCC2	29
MCCD1	30
MCEE	34
MCEMP1	9
MCF2	20
MCF2L	20
MCF2L2	44
MCFD2	4
MCHR1	4
MCHR2	4
MCIDAS	16
MCL1	1
MCM10	45
MCM2	7
MCM3	7
MCM3AP	26
MCM4	7
MCM5	7
MCM6	7
MCM7	7
MCM8	7
MCM9	7
MCMBP	41
MCMDC2	32
MCOLN1	13
MCOLN2	13
MCOLN3	13
MCPH1	46
MCRIP1	16
MCRIP2	16
MCRS1	32
MCTP1	3
MCTP2	45
MCTS1	7
MCU	60
MCUB	60
MCUR1	39
MDC1	14
MDFI	16
MDFIC	16
MDFIC2	16
MDGA1	10
MDGA2	17
MDH1	8
MDH1B	8
MDH2	7
MDK	16
MDM1	1
MDM2	1
MDM4	1
MDN1	7
MDP1	52
MDS2	30
ME1	3
ME2	3
ME3	3
MEA1	16
MEAF6	32
MEAK7	8
MECOM	27
MECP2	6
MECR	2
MED1	4
MED10	25
MED11	4
MED12	32
MED12L	46
MED13	32
MED13L	32
MED14	45
MED14OS	30
MED15	4
MED16	4
MED17	10
MED18	55
MED20	38
MED21	38
MED22	55
MED24	4
MED25	4
MED26	6
MED27	4
MED28	6
MED29	6
MED30	4
MED31	15
MED4	13
MED6	39
MED7	45
MED8	4
MED9	16
MEDAG	16
MEF2A	45
MEF2B	45
MEF2C	45
MEF2D	45
MEFV	1
MEGF10	24
MEGF11	24
MEGF6	24
MEGF8	15
MEGF9	35
MEI1	1
MEI4	16
MEIG1	1
MEIKIN	16
MEIOB	4
MEIOC	1
MEIS1	45
MEIS2	45
MEIS3	45
MELK	7
MELTF	4
MEMO1	7
MEN1	6
MEOX1	32
MEOX2	32
MEP1A	13
MEP1B	13
MEPCE	49
MEPE	9
MERTK	7
MESD	10
MESP1	4
MESP2	4
MEST	48
MET	7
METAP1	7
METAP1D	2
METAP2	7
METRN	1
METRNL	1
METTL1	7
METTL11B	3
METTL14	26
METTL15	8
METTL16	49
METTL17	41
METTL18	7
METTL21A	45
METTL21C	2
METTL22	55
METTL23	23
METTL24	1
METTL25	46
METTL26	17
METTL27	1
METTL2A	3
METTL2B	3
METTL3	26
METTL4	14
METTL5	14
METTL6	3
METTL7A	52
METTL7B	52
METTL8	3
METTL9	33
MEX3A	51
MEX3B	51
MEX3C	14
MEX3D	51
MFAP1	41
MFAP2	16
MFAP3	16
MFAP3L	6
MFAP4	13
MFAP5	16
MFF	1
MFGE8	4
MFHAS1	7
MFN1	10
MFN2	10
MFNG	6
MFSD1	33
MFSD10	49
MFSD11	32
MFSD12	55
MFSD13A	1
MFSD14A	51
MFSD14B	51
MFSD14C	17
MFSD2A	1
MFSD2B	1
MFSD3	36
MFSD4A	1
MFSD4B	1
MFSD5	42
MFSD6L	10
MFSD8	46
MFSD9	45
MGA	10
MGAM	3
MGAM2	3
MGARP	9
MGAT1	21
MGAT2	32
MGAT3	48
MGAT4A	10
MGAT4B	10
MGAT4C	10
MGAT4D	10
MGAT5	1
MGAT5B	1
MGLL	3
MGME1	10
MGMT	4
MGP	16
MGRN1	8
MGST1	4
MGST2	48
MGST3	42
MIA	16
MIA2	6
MIA3	4
MIB1	7
MIB2	7
MICA	16
MICAL1	5
MICAL2	5
MICAL3	5
MICALCL	6
MICALL1	5
MICALL2	5
MICB	16
MICOS10	43
MICOS10-NBL1	4
MICOS13	16
MICU1	60
MICU2	60
MICU3	60
MID1	35
MID1IP1	1
MID2	35
MIDEAS	10
MIDN	6
MIEF1	1
MIEF2	1
MIEN1	16
MIER1	13
MIER2	10
MIER3	10
MIF	55
MIF4GD	1
MIGA1	6
MIGA2	6
MIIP	1
MILR1	16
MINAR1	16
MINAR2	16
MINDY1	52
MINDY2	52
MINDY3	55
MINDY4	55
MINDY4B	55
MINK1	7
MINPP1	5
MIOS	36
MIOX	5
MIP	47
MIPEP	7
MIPOL1	1
MIR1-1HG	30
MIS12	1
MIS18A	1
MIS18BP1	1
MISP	16
MISP3	16
MITD1	10
MITF	43
MIXL1	10
MKI67	1
MKKS	7
MKLN1	8
MKNK1	7
MKNK2	7
MKRN1	45
MKRN2	45
MKRN2OS	6
MKRN3	5
MKS1	56
MKX	45
MLANA	16
MLEC	4
MLF1	4
MLF2	4
MLH1	7
MLH3	7
MLIP	16
MLKL	7
MLLT1	26
MLLT10	26
MLLT11	16
MLLT3	26
MLLT6	26
MLN	30
MLNR	4
MLPH	1
MLST8	7
MLX	38
MLXIP	38
MLXIPL	38
MLYCD	51
MMAB	33
MMACHC	4
MMADHC	31
MMD	17
MMD2	17
MME	44
MMEL1	44
MMGT1	5
MMP1	32
MMP10	32
MMP11	32
MMP12	32
MMP13	32
MMP14	32
MMP15	32
MMP16	32
MMP17	32
MMP19	32
MMP2	32
MMP20	32
MMP21	32
MMP23B	32
MMP24	32
MMP24OS	30
MMP25	32
MMP26	32
MMP27	32
MMP28	32
MMP3	32
MMP7	32
MMP8	32
MMP9	32
MMRN1	1
MMRN2	16
MMS19	15
MMS22L	4
MMUT	33
MN1	16
MNAT1	26
MND1	7
MNDA	9
MNS1	56
MNT	10
MNX1	10
MOAP1	16
MOB1A	3
MOB1B	3
MOB2	3
MOB3A	3
MOB3B	3
MOB3C	3
MOB4	57
MOBP	16
MOCOS	49
MOCS1	14
MOCS2	14
MOCS3	7
MOG	16
MOGAT1	2
MOGAT2	2
MOGAT3	2
MOGS	59
MOK	7
MON1A	7
MON1B	7
MON2	3
MORC1	48
MORC2	48
MORC3	55
MORC4	55
MORF4L1	45
MORF4L2	45
MORN1	8
MORN2	56
MORN3	8
MORN4	8
MORN5	8
MOS	7
MOSMO	6
MOSPD1	4
MOSPD2	26
MOSPD3	4
MOV10	7
MOV10L1	7
MOXD1	31
MPC1	2
MPC1L	2
MPC2	2
MPDU1	29
MPDZ	10
MPEG1	1
MPG	48
MPHOSPH10	7
MPHOSPH6	4
MPHOSPH8	7
MPHOSPH9	1
MPI	7
MPIG6B	9
MPL	16
MPLKIP	16
MPND	31
MPO	32
MPP1	7
MPP2	7
MPP3	7
MPP4	7
MPP5	7
MPP6	7
MPP7	7
MPPE1	45
MPPED1	33
MPPED2	33
MPRIP	4
MPST	52
MPV17	2
MPV17L	16
MPV17L2	2
MPZ	16
MPZL1	16
MPZL2	16
MPZL3	16
MR1	16
MRAP	16
MRAP2	16
MRAS	7
MRC1	17
MRC2	17
MRE11	7
MREG	16
MRFAP1	9
MRFAP1L1	9
MRGBP	38
MRGPRD	1
MRGPRE	16
MRGPRF	16
MRGPRG	16
MRGPRX1	6
MRGPRX2	4
MRGPRX3	6
MRGPRX4	6
MRI1	3
MRLN	9
MRM1	52
MRM2	7
MRM3	28
MRNIP	4
MRO	32
MROH1	32
MROH2A	32
MROH2B	32
MROH5	32
MROH6	1
MROH7	1
MROH8	1
MROH9	1
MRPL1	28
MRPL10	4
MRPL11	2
MRPL12	45
MRPL13	2
MRPL14	48
MRPL15	2
MRPL16	4
MRPL17	2
MRPL18	10
MRPL19	28
MRPL2	26
MRPL20	14
MRPL21	10
MRPL22	5
MRPL23	10
MRPL24	8
MRPL27	2
MRPL28	55
MRPL3	2
MRPL30	10
MRPL32	6
MRPL33	1
MRPL34	16
MRPL35	6
MRPL36	9
MRPL37	4
MRPL38	32
MRPL39	7
MRPL4	2
MRPL40	4
MRPL41	48
MRPL42	6
MRPL43	46
MRPL44	43
MRPL45	32
MRPL46	2
MRPL47	8
MRPL48	4
MRPL49	4
MRPL50	9
MRPL51	6
MRPL52	6
MRPL53	16
MRPL54	4
MRPL55	6
MRPL57	16
MRPL58	49
MRPL9	13
MRPS10	10
MRPS11	32
MRPS12	2
MRPS14	21
MRPS15	13
MRPS16	26
MRPS17	6
MRPS18A	4
MRPS18B	4
MRPS18C	32
MRPS2	39
MRPS21	4
MRPS22	10
MRPS23	4
MRPS24	4
MRPS25	4
MRPS26	1
MRPS27	1
MRPS28	4
MRPS30	4
MRPS31	4
MRPS33	4
MRPS35	4
MRPS36	16
MRPS5	45
MRPS6	38
MRPS7	32
MRPS9	7
MRRF	29
MRS2	52
MRTFA	4
MRTFB	4
MRTO4	7
IRAG1	1
MS4A1	9
MS4A10	9
MS4A12	16
MS4A13	9
MS4A14	16
MS4A15	16
MS4A18	1
MS4A2	9
MS4A3	16
MS4A4A	16
MS4A4E	16
MS4A5	16
MS4A6A	16
MS4A6E	9
MS4A7	9
MS4A8	16
MSANTD1	6
MSANTD2	16
MSANTD3	1
MSANTD3-TMEFF1	19
MSANTD4	1
MSC	4
MSGN1	6
MSH2	7
MSH3	7
MSH4	7
MSH5	7
MSH6	7
MSI1	7
MSI2	7
MSL1	4
MSL2	6
MSL3	25
MSLN	16
MSMB	16
MSMO1	2
MSMP	16
MSN	10
MSR1	18
MSRA	3
MSRB1	47
MSRB2	3
MSRB3	3
MSS51	17
MST1	22
MST1L	22
MST1R	7
MSTN	4
MSTO1	39
MSX1	32
MSX2	32
MT1A	9
MT1B	9
MT1E	30
MT1F	9
MT1G	9
MT1H	9
MT1HL1	9
MT1M	9
MT1X	9
MT2A	9
MT3	9
MT4	9
MTA1	13
MTA2	13
MTA3	13
MTAP	36
MTARC1	14
MTARC2	14
MTBP	1
MTCH1	32
MTCH2	46
MTCL1	6
MTCP1	9
MTDH	16
MTERF1	6
MTERF2	16
MTERF3	28
MTERF4	4
MTF1	27
MTF2	38
MTFMT	2
MTFP1	44
MTFR1	1
MTFR1L	16
MTFR2	1
MTG1	7
MTG2	7
MTHFD1	2
MTHFD1L	2
MTHFD2	2
MTHFD2L	2
MTHFR	45
MTHFS	45
MTHFSD	48
MTIF2	7
MTIF3	1
MTLN	30
MTM1	57
MTMR1	57
MTMR10	57
MTMR11	57
MTMR12	57
MTMR14	10
MTMR2	57
MTMR3	3
MTMR4	3
MTMR6	57
MTMR7	57
MTMR8	57
MTMR9	57
MTNR1A	4
MTNR1B	4
MTO1	26
MTOR	7
MTPAP	49
MTR	33
MTRES1	6
MTREX	7
MTRF1	2
MTRF1L	2
MTRNR2L1	30
MTRNR2L10	30
MTRNR2L2	30
MTRNR2L3	30
MTRNR2L4	30
MTRNR2L5	30
MTRNR2L6	30
