Gene_name_A	Gene_name_B	type
BCL3	SFPQ	Wormbase
BCL3	SPOP	Wormbase
BCL3	TRIM71	Wormbase
BCL3	UBB	Wormbase
BCL3	VAC14	Wormbase
BCO1	KLHL8	Wormbase
BECN1	WDR81	Wormbase
BECN1	WDR91	Wormbase
BHLHE23	ZNF236	Wormbase
BIN2	CLIP1	Wormbase
BIN2	SYNE1	Wormbase
BIRC5	ATP5IF1	Wormbase
BIRC5	CDX2	Wormbase
BIRC5	COL6A5	Wormbase
BIRC5	COPS5	Wormbase
BIRC5	GYS1	Wormbase
BIRC5	MCCC1	Wormbase
BIRC5	MGAM	Wormbase
BIRC5	NR2E3	Wormbase
BIRC5	NR4A1	Wormbase
BIRC5	RPLP0	Wormbase
BIRC5	SRPK3	Wormbase
BIRC5	TBX19	Wormbase
BIRC5	TRIM23	Wormbase
BIRC5	ZC4H2	Wormbase
BIRC5	YBX1	Wormbase
BIRC5	ZMYND11	Wormbase
BLM	PCNA	Wormbase
BLM	TOP2A	Wormbase
BLM	VCP	Wormbase
BMPER	CIT	Wormbase
BMPER	SEC61A2	Wormbase
BMPER	TACO1	Wormbase
BMPER	TRAK1	Wormbase
BMPR1B	BMP5	Wormbase
BMPR1B	VPS35	Wormbase
BOLA3	RPS27A	Wormbase
BPTF	EYA2	Wormbase
BPTF	FOXO3	Wormbase
BPTF	HNF4A	Wormbase
BPTF	RORA	Wormbase
BPTF	SMARCC2	Wormbase
BPTF	ZBTB40	Wormbase
BRAP	PHLPP2	Wormbase
BRCA1	UBE2D2	Wormbase
BRDT	SIAH1	Wormbase
BRDT	SUMO1	Wormbase
BRDT	SYVN1	Wormbase
BRDT	UBE2I	Wormbase
BRSK2	PPP1R9A	Wormbase
BSX	D6RAR5	Wormbase
BSX	DBP	Wormbase
BSX	DMRT2	Wormbase
BSX	DMRTC2	Wormbase
BSX	EYA2	Wormbase
BSX	GLI2	Wormbase
BSX	HOXA5	Wormbase
BSX	IRX5	Wormbase
BSX	MECOM	Wormbase
BSX	RORA	Wormbase
BSX	TBX19	Wormbase
BSX	TBX6	Wormbase
BSX	ZBTB40	Wormbase
BSX	ZNF236	Wormbase
BTBD9	HPGDS	Wormbase
BUB1	CDC20	Wormbase
BUB3	ZNF207	Wormbase
C16orf70	ADH4	Wormbase
C16orf70	BCAS3	Wormbase
C16orf70	EIF2B1	Wormbase
C1orf50	AHCY	Wormbase
CACTIN	AACS	Wormbase
CACTIN	ACACB	Wormbase
CACTIN	AQR	Wormbase
CACTIN	BMPER	Wormbase
CACTIN	BUD31	Wormbase
CACTIN	CCDC130	Wormbase
CACTIN	CDC40	Wormbase
CACTIN	CDC5L	Wormbase
CACTIN	CRNKL1	Wormbase
CACTIN	CRYAB	Wormbase
CACTIN	CSNK2A1	Wormbase
CACTIN	CXorf56	Wormbase
CACTIN	DHX8	Wormbase
CACTIN	EFTUD2	Wormbase
CACTIN	EPRS1	Wormbase
CACTIN	HSPA8	Wormbase
CACTIN	ISY1	Wormbase
CACTIN	MAPRE1	Wormbase
CACTIN	MLYCD	Wormbase
CACTIN	MRPS2	Wormbase
CACTIN	PPIE	Wormbase
CACTIN	PPIG	Wormbase
CACTIN	PRPF19	Wormbase
CACTIN	PRPF8	Wormbase
CACTIN	RBM22	Wormbase
CACTIN	RPL10A	Wormbase
CACTIN	RPL19	Wormbase
CACTIN	RPL23	Wormbase
CACTIN	RPL23A	Wormbase
CACTIN	RPL27A	Wormbase
CACTIN	RPL3	Wormbase
CACTIN	RPL36	Wormbase
CACTIN	RPL4	Wormbase
CACTIN	RPLP0	Wormbase
CACTIN	RPLP2	Wormbase
CACTIN	RPS15	Wormbase
CACTIN	RPS19	Wormbase
CACTIN	RPS20	Wormbase
CACTIN	RPS25	Wormbase
CACTIN	RPS27A	Wormbase
CACTIN	RPS3A	Wormbase
CACTIN	RPS8	Wormbase
CACTIN	RPSA	Wormbase
CACTIN	SLC25A3	Wormbase
CACTIN	SNRNP40	Wormbase
CACTIN	SNRPA1	Wormbase
CACTIN	SNRPE	Wormbase
CACTIN	SNW1	Wormbase
CACTIN	SRRM2	Wormbase
CACTIN	XAB2	Wormbase
CALM3	AGTPBP1	Wormbase
CALM3	AKT1	Wormbase
CALM3	ARF6	Wormbase
CALM3	CACNA1F	Wormbase
CALM3	CAMK1	Wormbase
CALM3	CAMKK1	Wormbase
CALM3	CSMD3	Wormbase
CALM3	CTSF	Wormbase
CALM3	DDX23	Wormbase
CALM3	DDX60	Wormbase
CALM3	DRD3	Wormbase
CALM3	EEF2K	Wormbase
CALM3	GLRB	Wormbase
CALM3	GOLGA4	Wormbase
CALM3	HSF1	Wormbase
CALM3	HSPA8	Wormbase
CALM3	MESD	Wormbase
CALM3	MGAT5	Wormbase
CALM3	MRPL51	Wormbase
CALM3	MRPL53	Wormbase
CALM3	MYH10	Wormbase
CALM3	MYO15A	Wormbase
CALM3	NAV2	Wormbase
CALM3	NDUFAF1	Wormbase
CALM3	NRDE2	Wormbase
CALM3	NUP54	Wormbase
CALM3	OSBPL9	Wormbase
CALM3	PDE1C	Wormbase
CALM3	PDZD8	Wormbase
CALM3	PIP5K1A	Wormbase
CALM3	PPP3CA	Wormbase
CALM3	PPP4R3A	Wormbase
CALM3	RPL7A	Wormbase
CALM3	SMC6	Wormbase
CALM3	SOS1	Wormbase
CALM3	SPTAN1	Wormbase
CALM3	SRGAP3	Wormbase
CALM3	STK11	Wormbase
CALM3	TMEM144	Wormbase
CALM3	UGT2B11	Wormbase
CALM3	UNC13B	Wormbase
CALM3	VPS13D	Wormbase
CALM3	ZC3H15	Wormbase
CALM3	WDR24	Wormbase
CALM3	ZC4H2	Wormbase
CAMK1	RAF1	Wormbase
CAMK2D	FOXO3	Wormbase
CAMKK1	CAMK1	Wormbase
CANT1	GET3	Wormbase
CANT1	SGTA	Wormbase
CAPZA1	CAPZB	Wormbase
CARMIL1	KALRN	Wormbase
CASK	APBA1	Wormbase
CASK	LIN7B	Wormbase
CASK	PPFIA2	Wormbase
CASP3	ACAP2	Wormbase
CASP3	ACSL1	Wormbase
CASP3	ACTB	Wormbase
CASP3	ACTG1	Wormbase
CASP3	ANKRD49	Wormbase
CASP3	ATE1	Wormbase
CASP3	BMPER	Wormbase
CASP3	CALU	Wormbase
CASP3	CAPN8	Wormbase
CASP3	CD2BP2	Wormbase
CASP3	CNN1	Wormbase
CASP3	CRISP2	Wormbase
CASP3	CTSB	Wormbase
CASP3	DICER1	Wormbase
CASP3	DIS3L2	Wormbase
CASP3	DNM1L	Wormbase
CASP3	EHMT1	Wormbase
CASP3	EIF5	Wormbase
CASP3	EIF5A	Wormbase
CASP3	FCGBP	Wormbase
CASP3	FEM1C	Wormbase
CASP3	GART	Wormbase
CASP3	GARS1	Wormbase
CASP3	HGS	Wormbase
CASP3	KALRN	Wormbase
CASP3	LAMC1	Wormbase
CASP3	LIN28B	Wormbase
CASP3	MDH1	Wormbase
CASP3	MYH6	Wormbase
CASP3	PAX5	Wormbase
CASP3	PCK2	Wormbase
CASP3	PDE4D	Wormbase
CASP3	PDIA3	Wormbase
CASP3	PKM	Wormbase
CASP3	PLIN4	Wormbase
CASP3	EPRS1	Wormbase
CASP3	QARS1	Wormbase
CASP3	RHOA	Wormbase
CASP3	RPS5	Wormbase
CASP3	RRP15	Wormbase
CASP3	RRP9	Wormbase
CASP3	SART1	Wormbase
CASP3	SCP2	Wormbase
CASP3	SF3A1	Wormbase
CASP3	SF3A3	Wormbase
CASP3	STIM1	Wormbase
CASP3	TP53BP1	Wormbase
CASP3	TUBA1C	Wormbase
CASP3	TUBB	Wormbase
CASP3	UBR2	Wormbase
CASP3	UGT8	Wormbase
CASP3	UNK	Wormbase
CASP3	XKR6	Wormbase
CASP3	ZC3H14	Wormbase
CASQ1	RYR2	Wormbase
CAV1	UBC	Wormbase
CBL	CDX2	Wormbase
CBL	HPRT1	Wormbase
CBL	UBXN1	Wormbase
CBX2	TBX19	Wormbase
CBX3	CBX5	Wormbase
CBX3	H1-0	Wormbase
CBX3	HDAC1	Wormbase
CBX3	ISL2	Wormbase
CBX3	KDM1A	Wormbase
CBX3	RCOR2	Wormbase
CBX3	ZNF280B	Wormbase
CBX5	L3MBTL2	Wormbase
CBX5	LIN54	Wormbase
CC2D1A	MYO5A	Wormbase
CCDC186	RAB2B	Wormbase
CCDC47	SGTA	Wormbase
CCDC85A	ARHGAP23	Wormbase
CCNB1	CDK1	Wormbase
CCNB1	GFPT2	Wormbase
CCNE1	AARS1	Wormbase
CCNE1	CDK3	Wormbase
CCNE1	CDKN1C	Wormbase
CCNE1	NOVA2	Wormbase
CCNE1	SPOP	Wormbase
CCNE1	TCF3	Wormbase
CCNE1	TPM1	Wormbase
CCNT1	ZFP36L1	Wormbase
CCNY	CDK16	Wormbase
CCT2	CCT4	Wormbase
CCT6A	CCT3	Wormbase
CDC20	MAD2L1	Wormbase
CDC23	CDX2	Wormbase
CDC23	TPT1	Wormbase
CDC23	YWHAZ	Wormbase
CDC25A	FBXW11	Wormbase
CDC25C	FBXW11	Wormbase
CDC25C	OTX1	Wormbase
CDC25C	TFDP1	Wormbase
CDC37	CCAR2	Wormbase
CDC37	CDK9	Wormbase
CDC37	COL6A5	Wormbase
CDC37	DYRK2	Wormbase
CDC37	KLHL8	Wormbase
CDC42	BLM	Wormbase
CDC42	CHN2	Wormbase
CDC42	VCP	Wormbase
CDC6	KPNA4	Wormbase
CDK1	CDX2	Wormbase
CDK1	JUP	Wormbase
CDK4	FZR1	Wormbase
CDK4	RBL2	Wormbase
CDK5	APBA1	Wormbase
CDK5RAP3	DDRGK1	Wormbase
CDK5RAP3	UFL1	Wormbase
CDT1	LMNB1	Wormbase
CEBPG	HLF	Wormbase
CES2	CDX2	Wormbase
CES4A	KIFC3	Wormbase
CES4A	TNPO1	Wormbase
CES5A	DAB1	Wormbase
CES5A	HNF4A	Wormbase
CHD8	ZNF236	Wormbase
CHEK1	ATP6AP2	Wormbase
CHEK1	NADK2	Wormbase
CHM	RAB5B	Wormbase
CHMP6	SNF8	Wormbase
CHMP6	VPS25	Wormbase
CHORDC1	TTN	Wormbase
CHPF	CHSY3	Wormbase
CHPF	TMCC1	Wormbase
CHRM3	EPB41L1	Wormbase
CHRNA10	LMNB1	Wormbase
CHRNA3	CUBN	Wormbase
CHRNA6	CHRNB2	Wormbase
CIC	DBP	Wormbase
CIC	DMRT2	Wormbase
CIC	MAX	Wormbase
CIC	NR2E3	Wormbase
CIC	ZNF236	Wormbase
CIR1	CWC25	Wormbase
CIR1	NKAPL	Wormbase
CIR1	RBMX2	Wormbase
CIR1	ZBTB40	Wormbase
CKB	GET3	Wormbase
CKS1B	EIF2B1	Wormbase
CKS1B	RAF1	Wormbase
CKS1B	TAT	Wormbase
CKS1B	TRIM23	Wormbase
CKS2	SLC4A1AP	Wormbase
CKS2	TAT	Wormbase
CLASP2	ACTG1	Wormbase
CLP1	PSMB1	Wormbase
CLP1	SFSWAP	Wormbase
CLPTM1	UMPS	Wormbase
CLSTN1	SGTA	Wormbase
CLTC	DENND1A	Wormbase
CNGA1	CNGA2	Wormbase
CNGA1	CNGB3	Wormbase
CNGA2	CNGB3	Wormbase
CNOT1	CNOT6L	Wormbase
CNOT3	CNOT2	Wormbase
CNOT7	CNOT6L	Wormbase
CNTD1	RNF212B	Wormbase
CNTNAP5	VPS39	Wormbase
COG3	ACTN2	Wormbase
COG3	COG2	Wormbase
COG3	LMNB2	Wormbase
COG3	MYH6	Wormbase
COG3	PPP1R21	Wormbase
COG4	COG2	Wormbase
COL21A1	COL1A2	Wormbase
COL21A1	LDB3	Wormbase
COL6A5	LMNB1	Wormbase
COLGALT1	GET3	Wormbase
COLGALT1	SGTA	Wormbase
COLGALT1	UBQLN1	Wormbase
COPB2	COPA	Wormbase
COPB2	LSM14A	Wormbase
COPE	COPA	Wormbase
COPS2	ACTN2	Wormbase
COPS2	CLTC	Wormbase
COPS2	COPS3	Wormbase
COPS2	COPS6	Wormbase
COPS2	EIF3M	Wormbase
COPS4	CDX2	Wormbase
COPS4	EIF3M	Wormbase
COPS4	GMCL1	Wormbase
COPS4	HGS	Wormbase
COPS4	NUP98	Wormbase
COPS4	SEC16A	Wormbase
COPS5	COPS3	Wormbase
COPS5	COPS4	Wormbase
COPS5	COPS6	Wormbase
COPS5	DDX4	Wormbase
COPS5	EIF3M	Wormbase
COPS5	GPS1	Wormbase
CPE	EIF3M	Wormbase
CPEB3	PUM2	Wormbase
CPEB3	TOB1	Wormbase
CPNE5	CTDSP1	Wormbase
CPNE5	FHL2	Wormbase
CPNE5	PARVA	Wormbase
CPNE8	IST1	Wormbase
CPSF4	NOTCH2	Wormbase
CPSF4	TRIM71	Wormbase
CPT1B	RBM25	Wormbase
CREB1	LHX1	Wormbase
CREB1	LHX5	Wormbase
CRELD1	CHRNA3	Wormbase
CRIM1	ACTB	Wormbase
CRIM1	ADAMTS6	Wormbase
CRIM1	COL6A3	Wormbase
CRIM1	HMCN1	Wormbase
CRIM1	MEGF6	Wormbase
CRIM1	PI16	Wormbase
CRIM1	PLSCR1	Wormbase
CRIM1	SVEP1	Wormbase
CRIM1	TFPI	Wormbase
CRIM1	TYR	Wormbase
CRIP1	APBA1	Wormbase
CRIP1	COPS5	Wormbase
CRIP1	DYNC1I1	Wormbase
CRK	APC	Wormbase
CRTC1	CREB1	Wormbase
CRTC1	D6RAR5	Wormbase
CRTC1	TBX19	Wormbase
CRX	DMRT2	Wormbase
CRX	ZNF236	Wormbase
CRYAB	KLHL8	Wormbase
CSE1L	DLAT	Wormbase
CSNK1D	SPATA20	Wormbase
CSNK2A1	CSNK2B	Wormbase
CSNK2A1	DDX6	Wormbase
CSNK2A1	INCENP	Wormbase
CSNK2A1	PLK1	Wormbase
CSNK2A1	RACGAP1	Wormbase
CSTF2	SFPQ	Wormbase
CSTF2	UBQLN1	Wormbase
CTCF	ZNF622	Wormbase
CTDSP1	FHL2	Wormbase
CTNNA2	AFDN	Wormbase
CTNNA2	CTNND2	Wormbase
CTNNA2	JUP	Wormbase
CTNNA2	MAGI3	Wormbase
CTNNA2	SRGAP3	Wormbase
CTSB	EIF3M	Wormbase
CTSB	NUP98	Wormbase
CTSH	COL6A3	Wormbase
CTSH	ZFP36L1	Wormbase
CUL1	CAND1	Wormbase
CUL1	SKP1	Wormbase
CUL1	ZER1	Wormbase
CUL2	CAND1	Wormbase
CUL2	FEM1C	Wormbase
CUL2	GLI2	Wormbase
CUL2	LRR1	Wormbase
CUL2	RBX1	Wormbase
CUL3	CAND1	Wormbase
CUL3	EIF3M	Wormbase
CUL3	GPS1	Wormbase
CUL3	KBTBD4	Wormbase
CUL3	KCTD10	Wormbase
CUL3	KCTD5	Wormbase
CUL3	KLHL28	Wormbase
CUL3	LMNB1	Wormbase
CUL3	NEDD8	Wormbase
CUL4A	CAND1	Wormbase
CUL4A	DDB1	Wormbase
CUL5	CAND1	Wormbase
CWC15	CCT5	Wormbase
CWC25	DHX38	Wormbase
CWC25	ZBTB40	Wormbase
CYB561	LGALS4	Wormbase
CYFIP1	NCKAP1	Wormbase
CYP2A6	GOPC	Wormbase
CYP2A6	SGTA	Wormbase
CYP4V2	SKP1	Wormbase
CYTH3	TAMALIN	Wormbase
DAB1	EPHB2	Wormbase
DACH2	RXRA	Wormbase
DACH2	ZNF236	Wormbase
DAGLB	RAD51	Wormbase
DAPK1	CAMSAP1	Wormbase
DBNL	ACTB	Wormbase
DBP	DMRTA2	Wormbase
DBP	EYA2	Wormbase
DBP	FBP1	Wormbase
DBP	GLI2	Wormbase
DBP	SALL3	Wormbase
DBP	ZBTB40	Wormbase
DBP	ZNF236	Wormbase
DBP	ZNF714	Wormbase
DCAF11	SKP1	Wormbase
DCC	ADAMTSL3	Wormbase
DCC	PTPRE	Wormbase
DCC	SYDE2	Wormbase
DCLK1	ACTN2	Wormbase
DCLK1	DVL2	Wormbase
DCLK1	HMCN1	Wormbase
DCLK1	HMGCR	Wormbase
DCLK1	LMNB1	Wormbase
DCLK1	LMNB2	Wormbase
DCLK1	MAPRE1	Wormbase
DCLK1	NCAPH2	Wormbase
DCLK1	NDUFB10	Wormbase
DCLK1	NOTCH2	Wormbase
DCLK1	PRKN	Wormbase
DCLK1	PSMD3	Wormbase
DCLK1	TRIM71	Wormbase
DCTN1	MAPK8IP3	Wormbase
DCTN2	ACTR1A	Wormbase
DCTN2	ATP5F1B	Wormbase
DCTN2	CEP97	Wormbase
DCTN2	COPS5	Wormbase
DCTN2	LMNA	Wormbase
DCTN2	RACK1	Wormbase
DCTN2	TPR	Wormbase
DCTN4	DYNLL2	Wormbase
DCTN5	BICD1	Wormbase
DCTN5	TRAK1	Wormbase
DDB1	CDT1	Wormbase
DDB1	DCAF5	Wormbase
DDB1	DTL	Wormbase
DDB1	PCCB	Wormbase
DDB1	ZNF710	Wormbase
DDR2	SHC1	Wormbase
DDRGK1	UFL1	Wormbase
DDX17	JUP	Wormbase
DDX3Y	ACTN2	Wormbase
DDX3Y	CLTC	Wormbase
DDX3Y	COL4A6	Wormbase
DDX3Y	CPSF4	Wormbase
DDX3Y	DLG3	Wormbase
DDX3Y	EFTUD2	Wormbase
DDX3Y	HGS	Wormbase
DDX3Y	HNRNPH1	Wormbase
DDX3Y	LMNB1	Wormbase
DDX3Y	PABPN1	Wormbase
DDX3Y	RPRD2	Wormbase
DDX3Y	TPM1	Wormbase
DDX3Y	TRIM71	Wormbase
DDX3Y	USO1	Wormbase
DDX3Y	ZFP36L1	Wormbase
DDX3Y	WWP2	Wormbase
DDX3Y	ZFP36	Wormbase
DDX4	A0A3B3IS24	Wormbase
DDX4	AASS	Wormbase
DDX4	ABAT	Wormbase
DDX4	ABCB1	Wormbase
DDX4	ABCB7	Wormbase
DDX4	ABCB9	Wormbase
DDX4	ABCC5	Wormbase
DDX4	ABCD2	Wormbase
DDX4	ABCD3	Wormbase
DDX4	ABCD4	Wormbase
DDX4	ABCF1	Wormbase
DDX4	ABCF2	Wormbase
DDX4	ABCF3	Wormbase
DDX4	ABHD16A	Wormbase
DDX4	ABLIM2	Wormbase
DDX4	ACADM	Wormbase
DDX4	ACADSB	Wormbase
DDX4	ACAT1	Wormbase
DDX4	ACIN1	Wormbase
DDX4	ACO2	Wormbase
DDX4	ACOT1	Wormbase
DDX4	ACOT8	Wormbase
DDX4	ACOT9	Wormbase
DDX4	ACOX1	Wormbase
DDX4	ACP1	Wormbase
DDX4	ACP3	Wormbase
DDX4	ACSF2	Wormbase
DDX4	ACSF3	Wormbase
DDX4	ACSL1	Wormbase
DDX4	ACSL4	Wormbase
DDX4	ACTB	Wormbase
DDX4	ACTG1	Wormbase
DDX4	ACTN2	Wormbase
DDX4	ACTR2	Wormbase
DDX4	ACTR3	Wormbase
DDX4	ADAMTS6	Wormbase
DDX4	ADH4	Wormbase
DDX4	ADHFE1	Wormbase
DDX4	ADPGK	Wormbase
DDX4	ADSS2	Wormbase
DDX4	AFG3L2	Wormbase
DDX4	AGK	Wormbase
DDX4	AGPS	Wormbase
DDX4	AGXT2	Wormbase
DDX4	AHCY	Wormbase
DDX4	AHSA1	Wormbase
DDX4	AJM1	Wormbase
DDX4	AKAP1	Wormbase
DDX4	AKR1A1	Wormbase
DDX4	AKR1B10	Wormbase
DDX4	AKR1C4	Wormbase
DDX4	ALDH18A1	Wormbase
DDX4	ALDH2	Wormbase
DDX4	ALDH4A1	Wormbase
DDX4	ALDH6A1	Wormbase
DDX4	ALDOA	Wormbase
DDX4	ALG2	Wormbase
DDX4	ALYREF	Wormbase
DDX4	AMT	Wormbase
DDX4	ANK2	Wormbase
DDX4	ANLN	Wormbase
DDX4	ANXA13	Wormbase
DDX4	ANXA5	Wormbase
DDX4	APEH	Wormbase
DDX4	APMAP	Wormbase
DDX4	ARCN1	Wormbase
DDX4	ARF5	Wormbase
DDX4	ARHGEF6	Wormbase
DDX4	ARPC1A	Wormbase
DDX4	ARPC2	Wormbase
DDX4	ASGR1	Wormbase
DDX4	ATAD3B	Wormbase
DDX4	ATL2	Wormbase
DDX4	ATP1A3	Wormbase
DDX4	ATP1B1	Wormbase
DDX4	ATP1B2	Wormbase
DDX4	ATP2B3	Wormbase
DDX4	ATP5F1C	Wormbase
DDX4	ATP5MG	Wormbase
DDX4	ATP5PB	Wormbase
DDX4	ATP5PO	Wormbase
DDX4	ATP6AP1	Wormbase
DDX4	ATP6V0A1	Wormbase
DDX4	ATP6V0A4	Wormbase
DDX4	ATP6V0D1	Wormbase
DDX4	ATXN2L	Wormbase
DDX4	AURKA	Wormbase
DDX4	BANF1	Wormbase
DDX4	BCKDHA	Wormbase
DDX4	BCKDHB	Wormbase
DDX4	BMPER	Wormbase
DDX4	BMS1	Wormbase
DDX4	BUB3	Wormbase
DDX4	C1QBP	Wormbase
DDX4	CAD	Wormbase
DDX4	CAMK2D	Wormbase
DDX4	CANT1	Wormbase
DDX4	CAP1	Wormbase
DDX4	CAPN8	Wormbase
DDX4	CAPN9	Wormbase
DDX4	CAPZA1	Wormbase
DDX4	CAPZB	Wormbase
DDX4	CASQ1	Wormbase
DDX4	CBS	Wormbase
DDX4	CCT2	Wormbase
DDX4	CCT3	Wormbase
DDX4	CCT5	Wormbase
DDX4	CCT7	Wormbase
DDX4	CCT8	Wormbase
DDX4	CDC27	Wormbase
DDX4	CDC42	Wormbase
DDX4	CDC5L	Wormbase
DDX4	CDK1	Wormbase
DDX4	CDKAL1	Wormbase
DDX4	CEBPZ	Wormbase
DDX4	CERK	Wormbase
DDX4	CES2	Wormbase
DDX4	CHD5	Wormbase
DDX4	CHKB	Wormbase
DDX4	CHP1	Wormbase
DDX4	CKB	Wormbase
DDX4	CKM	Wormbase
DDX4	CLPP	Wormbase
DDX4	CLTA	Wormbase
DDX4	CLTC	Wormbase
DDX4	CLUH	Wormbase
DDX4	CNBP	Wormbase
DDX4	CNN1	Wormbase
DDX4	CNOT1	Wormbase
DDX4	CNTNAP4	Wormbase
DDX4	COG2	Wormbase
DDX4	COG4	Wormbase
DDX4	COL15A1	Wormbase
DDX4	COL6A3	Wormbase
DDX4	COL6A5	Wormbase
DDX4	COPA	Wormbase
DDX4	COPB1	Wormbase
DDX4	COPG2	Wormbase
DDX4	COPS3	Wormbase
DDX4	COPS4	Wormbase
DDX4	COX5A	Wormbase
DDX4	COX6B1	Wormbase
DDX4	CPNE5	Wormbase
DDX4	CPT1A	Wormbase
DDX4	CRNKL1	Wormbase
DDX4	CROCC	Wormbase
DDX4	CRYAB	Wormbase
DDX4	CS	Wormbase
DDX4	CSNK1A1	Wormbase
DDX4	CSNK2A1	Wormbase
DDX4	CSNK2B	Wormbase
DDX4	CTR9	Wormbase
DDX4	CTSA	Wormbase
DDX4	CTSD	Wormbase
DDX4	CYB5D2	Wormbase
DDX4	D2HGDH	Wormbase
DDX4	DARS1	Wormbase
DDX4	DBT	Wormbase
DDX4	DDO	Wormbase
DDX4	DDOST	Wormbase
DDX4	DDX10	Wormbase
DDX4	DDX23	Wormbase
DDX4	DDX24	Wormbase
DDX4	DDX39B	Wormbase
DDX4	DDX3Y	Wormbase
DDX4	DDX41	Wormbase
DDX4	DDX55	Wormbase
DDX4	DDX56	Wormbase
DDX4	DDX6	Wormbase
DDX4	DECR1	Wormbase
DDX4	DERA	Wormbase
DDX4	DHODH	Wormbase
DDX4	DHTKD1	Wormbase
DDX4	DHX8	Wormbase
DDX4	DICER1	Wormbase
DDX4	DLAT	Wormbase
DDX4	DLD	Wormbase
DDX4	DLG3	Wormbase
DDX4	DMGDH	Wormbase
DDX4	DNAJB5	Wormbase
DDX4	DNM1	Wormbase
DDX4	DPM1	Wormbase
DDX4	DPYD	Wormbase
DDX4	DRG1	Wormbase
DDX4	DST	Wormbase
DDX4	DYNLL2	Wormbase
DDX4	EBNA1BP2	Wormbase
DDX4	ECE1	Wormbase
DDX4	ECE2	Wormbase
DDX4	ECHDC2	Wormbase
DDX4	ECHS1	Wormbase
DDX4	ECI2	Wormbase
DDX4	EDC4	Wormbase
DDX4	EEF1G	Wormbase
DDX4	EEF2	Wormbase
DDX4	EFTUD2	Wormbase
DDX4	EHD1	Wormbase
DDX4	EIF2B2	Wormbase
DDX4	EIF2B5	Wormbase
DDX4	EIF2S1	Wormbase
DDX4	EIF2S3	Wormbase
DDX4	EIF3C	Wormbase
DDX4	EIF3D	Wormbase
DDX4	EIF3H	Wormbase
DDX4	EIF3L	Wormbase
DDX4	EIF3M	Wormbase
DDX4	EIF4A2	Wormbase
DDX4	EIF5	Wormbase
DDX4	EIF5A	Wormbase
DDX4	EIF5B	Wormbase
DDX4	ELP1	Wormbase
DDX4	EMC1	Wormbase
DDX4	EMC10	Wormbase
DDX4	ENO1	Wormbase
DDX4	EPRS1	Wormbase
DDX4	EPS8	Wormbase
DDX4	ERMP1	Wormbase
DDX4	ERP44	Wormbase
DDX4	ESD	Wormbase
DDX4	ETF1	Wormbase
DDX4	ETFA	Wormbase
DDX4	ETFB	Wormbase
DDX4	EXD1	Wormbase
DDX4	EXOC6B	Wormbase
DDX4	EZR	Wormbase
DDX4	FABP3	Wormbase
DDX4	FARSA	Wormbase
DDX4	FASN	Wormbase
DDX4	FBL	Wormbase
DDX4	FBP1	Wormbase
DDX4	FCGBP	Wormbase
DDX4	FERMT2	Wormbase
DDX4	FLII	Wormbase
DDX4	FLNA	Wormbase
DDX4	FLT1	Wormbase
DDX4	FMO5	Wormbase
DDX4	G3BP1	Wormbase
DDX4	GALE	Wormbase
DDX4	GALNT11	Wormbase
DDX4	GANC	Wormbase
DDX4	GAPDH	Wormbase
DDX4	GAR1	Wormbase
DDX4	GBE1	Wormbase
DDX4	GCAT	Wormbase
DDX4	GCDH	Wormbase
DDX4	GET4	Wormbase
DDX4	GFM1	Wormbase
DDX4	GFPT1	Wormbase
DDX4	GFPT2	Wormbase
DDX4	GLG1	Wormbase
DDX4	GLRX5	Wormbase
DDX4	GLUD1	Wormbase
DDX4	GLUL	Wormbase
DDX4	GNAQ	Wormbase
DDX4	GNB2	Wormbase
DDX4	GNL2	Wormbase
DDX4	GNL3L	Wormbase
DDX4	GOT1	Wormbase
DDX4	GOT2	Wormbase
DDX4	GPD1	Wormbase
DDX4	GPD2	Wormbase
DDX4	GSN	Wormbase
DDX4	GSS	Wormbase
DDX4	GTPBP1	Wormbase
DDX4	GUCA1A	Wormbase
DDX4	GYS1	Wormbase
DDX4	H1-0	Wormbase
DDX4	HADHA	Wormbase
DDX4	HADHB	Wormbase
DDX4	HAO1	Wormbase
DDX4	HARS1	Wormbase
DDX4	HDLBP	Wormbase
DDX4	HENMT1	Wormbase
DDX4	HGS	Wormbase
DDX4	HIBADH	Wormbase
DDX4	HMCN2	Wormbase
DDX4	HNRNPA1	Wormbase
DDX4	HNRNPA1L2	Wormbase
DDX4	HNRNPR	Wormbase
DDX4	HPD	Wormbase
DDX4	HPGDS	Wormbase
DDX4	HPRT1	Wormbase
DDX4	HSD17B12	Wormbase
DDX4	HSD17B13	Wormbase
DDX4	HSD17B4	Wormbase
DDX4	HSD17B6	Wormbase
DDX4	HSD17B8	Wormbase
DDX4	HSDL2	Wormbase
DDX4	HSP90AA1	Wormbase
DDX4	HSPA8	Wormbase
DDX4	HSPB1	Wormbase
DDX4	HSPD1	Wormbase
DDX4	HSPG2	Wormbase
DDX4	IARS2	Wormbase
DDX4	IDH1	Wormbase
DDX4	IDH3A	Wormbase
DDX4	IDH3B	Wormbase
DDX4	IFIH1	Wormbase
DDX4	IGF2BP2	Wormbase
DDX4	ILK	Wormbase
DDX4	IMMT	Wormbase
DDX4	IMP4	Wormbase
DDX4	INTS5	Wormbase
DDX4	INTS8	Wormbase
DDX4	IPO5	Wormbase
DDX4	IVD	Wormbase
DDX4	KARS1	Wormbase
