Gene_name_A	Gene_name_B	type
PAX6	PLSCR1	Wormbase
PAX6	PRDM1	Wormbase
PAX6	QKI	Wormbase
PAX6	R3HDM2	Wormbase
PAX6	RAD54L2	Wormbase
PAX6	RANBP2	Wormbase
PAX6	RC3H2	Wormbase
PAX6	SQSTM1	Wormbase
PAX6	TBX19	Wormbase
PAX6	TBX6	Wormbase
PAX6	WWP2	Wormbase
PAX6	USO1	Wormbase
PAX6	VDR	Wormbase
PAX6	ZBTB40	Wormbase
PAX6	ZFP36	Wormbase
PAX6	ZNF236	Wormbase
PAX6	ZNF714	Wormbase
PAX6	ZNF879	Wormbase
PBX1	MEIS1	Wormbase
PBX1	ZBTB6	Wormbase
PBX2	ZNF236	Wormbase
PBX3	SMARCC2	Wormbase
PBX3	TBX19	Wormbase
PBX3	ZNF236	Wormbase
PCNA	ACP3	Wormbase
PCNA	CREBBP	Wormbase
PCNA	SHMT1	Wormbase
PDCD10	PSME3	Wormbase
PDCL	GNB2	Wormbase
PDCL	KBTBD2	Wormbase
PDCL	YWHAZ	Wormbase
PDE6D	GUCY1B2	Wormbase
PDHA1	BMPER	Wormbase
PDHB	QDPR	Wormbase
PDPK1	SGK1	Wormbase
PER2	VDR	Wormbase
PFDN2	CDX2	Wormbase
PFDN2	PFDN5	Wormbase
PFDN6	EEF1D	Wormbase
PFDN6	HSP90AA1	Wormbase
PFDN6	HSPA8	Wormbase
PFDN6	MARCO	Wormbase
PFDN6	NEFL	Wormbase
PFDN6	PFDN5	Wormbase
PFDN6	TSC22D3	Wormbase
PFDN6	VIM	Wormbase
PHB	SLC25A5	Wormbase
PHB2	VARS2	Wormbase
PIAS1	AURKA	Wormbase
PIAS1	BUB1	Wormbase
PIAS1	HNF4G	Wormbase
PIAS1	KIF4A	Wormbase
PIAS1	MEIS1	Wormbase
PIAS1	ZNF236	Wormbase
PIK3R1	CDX2	Wormbase
PITX1	EYA2	Wormbase
PKD2L1	ATP5F1B	Wormbase
PKD2L1	CSNK2B	Wormbase
PKM	NR2E3	Wormbase
PKM	TPM1	Wormbase
PKN2	RAC1	Wormbase
PKN2	RHOA	Wormbase
PLEKHF2	KCTD10	Wormbase
PLEKHF2	UBB	Wormbase
PLEKHG1	ILK	Wormbase
PLEKHG1	LIMS2	Wormbase
PLEKHG1	MYH7	Wormbase
PLEKHG1	VCL	Wormbase
PLK1	NUP54	Wormbase
PLK1	NUP98	Wormbase
PLK1	TRIM32	Wormbase
PLSCR1	C1QBP	Wormbase
PLSCR1	FABP3	Wormbase
PLSCR1	HMCN1	Wormbase
PLSCR1	HSPG2	Wormbase
PLSCR1	PLSCR3	Wormbase
PLSCR1	SYVN1	Wormbase
PLXNA4	SEMA5B	Wormbase
POLA2	POLA1	Wormbase
POLE3	DCUN1D1	Wormbase
POLE4	DRAP1	Wormbase
POLE4	NFYB	Wormbase
POLE4	POLE3	Wormbase
POLR2A	PPIL4	Wormbase
POLR2H	CDA	Wormbase
POLR2H	KLHL8	Wormbase
POLR2J	IGBP1	Wormbase
POLR2J	KIF2A	Wormbase
POLR3A	NUP50	Wormbase
POLR3A	NUP93	Wormbase
POU3F3	DBP	Wormbase
POU3F3	RERE	Wormbase
POU3F3	SALL3	Wormbase
POU3F3	SOX2	Wormbase
POU4F3	D6RAR5	Wormbase
PPFIA2	ERC2	Wormbase
PPFIA2	PNISR	Wormbase
PPIE	EXOSC10	Wormbase
PPIL2	ZBTB40	Wormbase
PPM1F	CAMK2D	Wormbase
PPP1R12B	LDB3	Wormbase
PPP1R2	PPP1CA	Wormbase
PPP2CB	PPP2R3C	Wormbase
PPP2CB	VPS39	Wormbase
PPP2R1A	CCDC6	Wormbase
PPP2R1A	PPP2R3B	Wormbase
PPP2R1A	PPP2R5D	Wormbase
PPP2R2A	VPS39	Wormbase
PPP2R2A	YARS1	Wormbase
PPP2R3C	LMNB1	Wormbase
PPP2R3C	PPP2R1A	Wormbase
PPP2R5A	AKT1	Wormbase
PPP2R5A	SGK1	Wormbase
PPP3CA	ARRDC2	Wormbase
PPP3CA	PPP3R1	Wormbase
PPP3CC	CDX2	Wormbase
PPP4C	ACTR1A	Wormbase
PPP4C	DCTN2	Wormbase
PPP5C	CDC37	Wormbase
PRDM1	DBP	Wormbase
PRDM1	DMRT2	Wormbase
PRDM1	HNF4G	Wormbase
PRDM1	LHX5	Wormbase
PRDM1	MEIS1	Wormbase
PRDM1	SOX4	Wormbase
PRDM1	TBX19	Wormbase
PRDM1	ZNF714	Wormbase
PRDM1	ZNF236	Wormbase
PRDM16	L3MBTL2	Wormbase
PRDM4	POU2F3	Wormbase
PRDM4	ZNF236	Wormbase
PRDM4	ZNF816	Wormbase
PRDM9	ARNT2	Wormbase
PRDM9	BHLHE23	Wormbase
PRDM9	CASKIN1	Wormbase
PRDM9	DBP	Wormbase
PRDM9	DDX39B	Wormbase
PRDM9	DLX6	Wormbase
PRDM9	DMRTC2	Wormbase
PRDM9	DRAP1	Wormbase
PRDM9	DVL2	Wormbase
PRDM9	ESR2	Wormbase
PRDM9	EYA2	Wormbase
PRDM9	FMNL2	Wormbase
PRDM9	GATA2	Wormbase
PRDM9	GATA4	Wormbase
PRDM9	GOPC	Wormbase
PRDM9	HIF1A	Wormbase
PRDM9	HNF4A	Wormbase
PRDM9	HNF4G	Wormbase
PRDM9	PEX5	Wormbase
PRDM9	IKZF1	Wormbase
PRDM9	ISL2	Wormbase
PRDM9	LHX5	Wormbase
PRDM9	MEIS1	Wormbase
PRDM9	NR1D2	Wormbase
PRDM9	NSD2	Wormbase
PRDM9	PRDM1	Wormbase
PRDM9	RARB	Wormbase
PRDM9	RXRA	Wormbase
PRDM9	SALL3	Wormbase
PRDM9	SIX5	Wormbase
PRDM9	SOX4	Wormbase
PRDM9	SOX6	Wormbase
PRDM9	VDR	Wormbase
PRDM9	ZBTB40	Wormbase
PRDM9	ZNF18	Wormbase
PRDM9	ZNF208	Wormbase
PRDM9	ZNF236	Wormbase
PRDM9	ZNF879	Wormbase
PRDM9	ZNF816	Wormbase
PRIM1	PABPC1	Wormbase
PRIM1	RPS2	Wormbase
PRKAA2	ALX1	Wormbase
PRKAA2	BTF3L4	Wormbase
PRKAA2	CRTC1	Wormbase
PRKAA2	NACA4P	Wormbase
PRKAA2	RARB	Wormbase
PRKAR1A	ADH4	Wormbase
PRKAR1A	NR1I2	Wormbase
PRKAR1A	PLCXD2	Wormbase
PRKCA	STXBP1	Wormbase
PRKCI	CHKB	Wormbase
PRKCI	PARD3	Wormbase
PRKCI	PICK1	Wormbase
PRKCI	PSMD1	Wormbase
PRKCSH	NADK2	Wormbase
PRKD3	UBC	Wormbase
PRKN	PSMC1	Wormbase
PRKN	RAC1	Wormbase
PRKN	STUB1	Wormbase
PRKN	UBE2D2	Wormbase
PRKN	UBE2J2	Wormbase
PRKN	UBE2L3	Wormbase
PRMT1	ACTB	Wormbase
PRMT1	ADHFE1	Wormbase
PRMT1	ATP5F1B	Wormbase
PRMT1	CALR	Wormbase
PRMT1	HNF4G	Wormbase
PRMT1	HSPD1	Wormbase
PRMT1	RPL4	Wormbase
PRMT1	RPS4X	Wormbase
PROP1	TBX19	Wormbase
PROP1	ZNF236	Wormbase
PRXL2A	KLHL8	Wormbase
PSD3	DCLK1	Wormbase
PSIP1	TBX19	Wormbase
PSMA1	EIF2B1	Wormbase
PSMA1	KLHL8	Wormbase
PSMA1	MTHFR	Wormbase
PSMA1	PSMA2	Wormbase
PSMA1	PSMA6	Wormbase
PSMA1	ZC4H2	Wormbase
PSMA2	ADAD1	Wormbase
PSMA2	GORASP2	Wormbase
PSMA2	KLHL8	Wormbase
PSMA2	PSMC3	Wormbase
PSMA2	SRPK3	Wormbase
PSMA3	DEPDC5	Wormbase
PSMA3	GORASP2	Wormbase
PSMA3	GPHN	Wormbase
PSMA3	KLHL8	Wormbase
PSMA3	LMNB1	Wormbase
PSMA3	MIER1	Wormbase
PSMA3	NR4A1	Wormbase
PSMA3	TPM1	Wormbase
PSMA4	PSMA7	Wormbase
PSMA4	VPS39	Wormbase
PSMA5	ATP5F1A	Wormbase
PSMA5	CDX2	Wormbase
PSMA5	KLHL8	Wormbase
PSMA5	PSMA7	Wormbase
PSMA6	ACTN2	Wormbase
PSMA6	STX16	Wormbase
PSMA7	ADAD1	Wormbase
PSMA7	C16orf72	Wormbase
PSMA7	CDX2	Wormbase
PSMA7	DCTN2	Wormbase
PSMA7	HMGCR	Wormbase
PSMA7	KLHL8	Wormbase
PSMA7	NR4A1	Wormbase
PSMA7	PSMA2	Wormbase
PSMA7	PSMC6	Wormbase
PSMA7	TPM1	Wormbase
PSMA7	TRAPPC13	Wormbase
PSMB1	ACLY	Wormbase
PSMB1	EIF2B1	Wormbase
PSMB1	GYS1	Wormbase
PSMB1	KLHL8	Wormbase
PSMB1	MTHFR	Wormbase
PSMB1	NDUFB10	Wormbase
PSMB1	USP32	Wormbase
PSMB1	WASF1	Wormbase
PSMB3	ACTN2	Wormbase
PSMB3	SF3A1	Wormbase
PSMB3	SNX2	Wormbase
PSMB4	NOTCH2	Wormbase
PSMB4	PLSCR1	Wormbase
PSMB4	PRKN	Wormbase
PSMB4	PRPF19	Wormbase
PSMB4	PSMB7	Wormbase
PSMB4	USP32	Wormbase
PSMB8	ACTN2	Wormbase
PSMB8	PSMA2	Wormbase
PSMB8	VPS39	Wormbase
PSMC1	CDX2	Wormbase
PSMC1	NR4A1	Wormbase
PSMC1	PSMD2	Wormbase
PSMC3	CTSB	Wormbase
PSMC4	CDX2	Wormbase
PSMC4	DYNLL2	Wormbase
PSMC5	NR4A1	Wormbase
PSMC5	OTX1	Wormbase
PSMC6	PSMA2	Wormbase
PSMC6	PSMA3	Wormbase
PSMC6	TPM1	Wormbase
PSMD1	ADAM10	Wormbase
PSMD1	CDX2	Wormbase
PSMD1	CTSL	Wormbase
PSMD1	HSPA5	Wormbase
PSMD1	RACGAP1	Wormbase
PSMD1	SORD	Wormbase
PSMD1	TENT2	Wormbase
PSMD13	PSMD14	Wormbase
PSMD13	RFC4	Wormbase
PSMD14	ACTN2	Wormbase
PSMD14	HNF4A	Wormbase
PSMD14	RPL19	Wormbase
PSMD14	RPS7	Wormbase
PSMD14	SYVN1	Wormbase
PSMD2	CDX2	Wormbase
PSMD2	HSPA8	Wormbase
PSMD2	KCTD5	Wormbase
PSMD2	NR4A1	Wormbase
PSMD2	SLC22A4	Wormbase
PSMD2	UBC	Wormbase
PSMD3	PSMD6	Wormbase
PSMD4	AGO3	Wormbase
PSMD4	ARF1	Wormbase
PSMD4	CDX2	Wormbase
PSMD4	CELA1	Wormbase
PSMD4	COL6A5	Wormbase
PSMD4	CTSB	Wormbase
PSMD4	ETFB	Wormbase
PSMD4	GLRA4	Wormbase
PSMD4	GPD1	Wormbase
PSMD4	INPP5B	Wormbase
PSMD4	MAP2K7	Wormbase
PSMD4	NSA2	Wormbase
PSMD4	PGC	Wormbase
PSMD4	PRMT9	Wormbase
PSMD4	PSMC4	Wormbase
PSMD4	RPL23	Wormbase
PSMD4	RPL23A	Wormbase
PSMD4	RPL7	Wormbase
PSMD4	RPL9P7;	Wormbase
PSMD4	SPTLC1	Wormbase
PSMD8	NR4A1	Wormbase
PSMD9	ADAD1	Wormbase
PTEN	ARRB1	Wormbase
PTEN	INSR	Wormbase
PTF1A	DMRTC2	Wormbase
PTF1A	ZBTB40	Wormbase
PTF1A	ZNF236	Wormbase
PTF1A	ZNF714	Wormbase
PTPRB	ABCF3	Wormbase
PTPRB	APLP1	Wormbase
PTPRB	ARCN1	Wormbase
PTPRB	ATL2	Wormbase
PTPRB	BMPER	Wormbase
PTPRB	CANX	Wormbase
PTPRB	CNOT1	Wormbase
PTPRB	COX6A1	Wormbase
PTPRB	CSNK1A1	Wormbase
PTPRB	CSNK2A1	Wormbase
PTPRB	DDX4	Wormbase
PTPRB	DKC1	Wormbase
PTPRB	ECPAS	Wormbase
PTPRB	EFTUD2	Wormbase
PTPRB	EIF2S3	Wormbase
PTPRB	EIF3C	Wormbase
PTPRB	GLRA3	Wormbase
PTPRB	GNL2	Wormbase
PTPRB	GNL3L	Wormbase
PTPRB	H1-0	Wormbase
PTPRB	HM13	Wormbase
PTPRB	HNRNPA1L2	Wormbase
PTPRB	HSD17B13	Wormbase
PTPRB	HSP90B1	Wormbase
PTPRB	IFT74	Wormbase
PTPRB	ILK	Wormbase
PTPRB	ITGA8	Wormbase
PTPRB	ITGB1	Wormbase
PTPRB	IVD	Wormbase
PTPRB	LARP1	Wormbase
PTPRB	LGR6	Wormbase
PTPRB	LSM14A	Wormbase
PTPRB	MARS1	Wormbase
PTPRB	SLA2	Wormbase
PTPRB	MCM5	Wormbase
PTPRB	MCM7	Wormbase
PTPRB	MDN1	Wormbase
PTPRB	MTCO2P12	Wormbase
PTPRB	MYH6	Wormbase
PTPRB	NID1	Wormbase
PTPRB	NSF	Wormbase
PTPRB	NUP155	Wormbase
PTPRB	NUP93	Wormbase
PTPRB	PGC	Wormbase
PTPRB	POLR1B	Wormbase
PTPRB	POLR2A	Wormbase
PTPRB	POLR2B	Wormbase
PTPRB	PPIP5K2	Wormbase
PTPRB	PRPF8	Wormbase
PTPRB	PSMC1	Wormbase
PTPRB	PSMC3	Wormbase
PTPRB	PUM3	Wormbase
PTPRB	PURA	Wormbase
PTPRB	RAB11A	Wormbase
PTPRB	RAN	Wormbase
PTPRB	RPL11	Wormbase
PTPRB	RPL13A	Wormbase
PTPRB	RPL15	Wormbase
PTPRB	RPL27A	Wormbase
PTPRB	RPL38	Wormbase
PTPRB	RPS27A	Wormbase
PTPRB	RPS5	Wormbase
PTPRB	RPS6	Wormbase
PTPRB	RTN4	Wormbase
PTPRB	SDAD1	Wormbase
PTPRB	SNX27	Wormbase
PTPRB	SRP68	Wormbase
PTPRB	SRP72	Wormbase
PTPRB	SRSF4	Wormbase
PTPRB	SUCLG1	Wormbase
PTPRB	THOP1	Wormbase
PTPRB	TMX1	Wormbase
PTPRB	TOP2A	Wormbase
PTPRB	RO60	Wormbase
PTPRB	TUBA1C	Wormbase
PTPRB	UQCRQ	Wormbase
PTPRB	USP7	Wormbase
PTPRB	XPO1	Wormbase
PTPRB	VCP	Wormbase
PTPRB	YBX1	Wormbase
PTPRS	PLXNA4	Wormbase
PUM2	AGO3	Wormbase
PUM2	CNOT7	Wormbase
PXN	LMO7	Wormbase
PXN	MYO7B	Wormbase
PYGM	NCAPH2	Wormbase
PYGM	RANBP2	Wormbase
PYGM	SUMO1	Wormbase
PYGM	TMEM201	Wormbase
PYGM	VPS39	Wormbase
EPRS1	RARS1	Wormbase
QARS1	RARS1	Wormbase
QKI	ACADM	Wormbase
QKI	ACLY	Wormbase
QKI	ACO2	Wormbase
QKI	ALDOA	Wormbase
QKI	ATP6V0A4	Wormbase
QKI	ATP6V1B2	Wormbase
QKI	CCT6A	Wormbase
QKI	CTSD	Wormbase
QKI	DDX6	Wormbase
QKI	ECHS1	Wormbase
QKI	EIF4G3	Wormbase
QKI	FBL	Wormbase
QKI	GOT2	Wormbase
QKI	HADHA	Wormbase
QKI	HADHB	Wormbase
QKI	HNRNPA1L2	Wormbase
QKI	HSPA9	Wormbase
QKI	IDH3A	Wormbase
QKI	IMMT	Wormbase
QKI	KIF5C	Wormbase
QKI	LDHB	Wormbase
QKI	LSM14A	Wormbase
QKI	MTREX	Wormbase
QKI	MYH10	Wormbase
QKI	MYH6	Wormbase
QKI	PABPC1	Wormbase
QKI	PC	Wormbase
QKI	PCK2	Wormbase
QKI	PFKFB2	Wormbase
QKI	PIWIL1	Wormbase
QKI	PPP1CB	Wormbase
QKI	PURA	Wormbase
QKI	PYGM	Wormbase
QKI	RACK1	Wormbase
QKI	RPL23	Wormbase
QKI	RPL35A	Wormbase
QKI	RPL4	Wormbase
QKI	RPL5	Wormbase
QKI	RPL6	Wormbase
QKI	SEC24B	Wormbase
QKI	SYNE1	Wormbase
QKI	TPD52	Wormbase
QKI	TTN	Wormbase
QKI	YBX1	Wormbase
QKI	YBX3	Wormbase
QRFPR	PATJ	Wormbase
RAB10	EVI5L	Wormbase
RAB10	MYO5A	Wormbase
RAB11A	EVI5L	Wormbase
RAB11A	LGALS9	Wormbase
RAB11A	SH3BP5	Wormbase
RAB18	TBC1D2	Wormbase
RAB2B	CLEC16A	Wormbase
RAB2B	GDI2	Wormbase
RAB35	DENND1A	Wormbase
RAB35	TBC1D2	Wormbase
RAB3IL1	KCTD5	Wormbase
RAB5B	STAM	Wormbase
RAB5IF	CDX2	Wormbase
RAB6A	VPS52	Wormbase
RAB8B	EVI5L	Wormbase
RAB8B	TBC1D2	Wormbase
RABEP1	EVI5L	Wormbase
RABGEF1	RAB5B	Wormbase
RABGEF1	RABEP1	Wormbase
RAC1	PAK3	Wormbase
RAC1	RAPH1	Wormbase
RAC1	TBC1D2	Wormbase
RACGAP1	NOTCH2	Wormbase
RACGAP1	PRC1	Wormbase
RACK1	RPS10	Wormbase
RAD1	BCL3	Wormbase
RAD1	CALR	Wormbase
RAD1	FIGNL1	Wormbase
RAD1	HAAO	Wormbase
RAD1	LMNB2	Wormbase
RAD1	P4HB	Wormbase
RAD1	PAN3	Wormbase
RAD1	PANK4	Wormbase
RAD1	PEX5	Wormbase
RAD1	PSMB3	Wormbase
RAD1	RC3H1	Wormbase
RAD1	SETD5	Wormbase
RAD1	SQSTM1	Wormbase
RAD1	TCP1	Wormbase
RAD1	TJP1	Wormbase
RAD1	VCP	Wormbase
RAD1	ZFPL1	Wormbase
RAD17	HSP90AA1	Wormbase
RAD23B	DDI1	Wormbase
RAD23B	MYO6	Wormbase
RAD23B	PSMD4	Wormbase
RAD51	RAD54B	Wormbase
RAD51	UBE2I	Wormbase
RAD54L	EEF2	Wormbase
RAD54L	FGD2	Wormbase
RAD54L	NUP98	Wormbase
RAD54L	PSMD7	Wormbase
RAD54L2	CASKIN1	Wormbase
RAD54L2	DBP	Wormbase
RAD54L2	GMEB1	Wormbase
RAD54L2	HIC2	Wormbase
RAD54L2	HNF4G	Wormbase
RAD54L2	HOXA5	Wormbase
RAD54L2	LHX1	Wormbase
RAD54L2	LHX5	Wormbase
RAD54L2	MEIS1	Wormbase
RAD54L2	NFYC	Wormbase
RAD54L2	NKX2-2	Wormbase
RAD54L2	PEX5	Wormbase
RAD54L2	RARB	Wormbase
RAD54L2	TBX19	Wormbase
RAD54L2	ZNF714	Wormbase
RAD54L2	ZNF23	Wormbase
RAD54L2	ZFP36L1	Wormbase
RAD54L2	ZNF208	Wormbase
RAD54L2	ZNF227	Wormbase
RAD54L2	ZNF236	Wormbase
RAD54L2	ZNF816	Wormbase
RAD9A	RACGAP1	Wormbase
RAE1	FBXO45	Wormbase
RAF1	CDX2	Wormbase
RAN	CALR	Wormbase
RAN	NCAPH2	Wormbase
RAN	NEMP1	Wormbase
RAN	TMEM201	Wormbase
RAN	TUBA1C	Wormbase
RANBP2	NCAPH2	Wormbase
RANBP2	SUMO1	Wormbase
RANBP2	TMEM201	Wormbase
RANGAP1	KPNA4	Wormbase
RANGAP1	UBE2I	Wormbase
RAPH1	ENAH	Wormbase
RAPSN	ABI1	Wormbase
RAPSN	CASKIN1	Wormbase
RAPSN	DMRTC2	Wormbase
RAPSN	EIF2B1	Wormbase
RAPSN	GORASP2	Wormbase
RAPSN	HNF4G	Wormbase
RAPSN	ISL2	Wormbase
RAPSN	KANK3	Wormbase
RAPSN	KLHL8	Wormbase
RAPSN	LHX5	Wormbase
RAPSN	PRDM4	Wormbase
RAPSN	RAB3IL1	Wormbase
RAPSN	SIAH1	Wormbase
RAPSN	SQSTM1	Wormbase
RAPSN	STRADA	Wormbase
RAPSN	TFPI	Wormbase
RAPSN	USO1	Wormbase
RAPSN	WASF1	Wormbase
RAPSN	ZBTB40	Wormbase
RAPSN	ZNF208	Wormbase
RAPSN	ZNF236	Wormbase
RAPSN	ZNF407	Wormbase
RAPSN	ZNF816	Wormbase
RARB	NFIL3	Wormbase
RARB	TFAP2B	Wormbase
RASSF1	RAB39B	Wormbase
RAX2	DMRTC2	Wormbase
RAX2	RFX3	Wormbase
RAX2	TBR1	Wormbase
RAX2	TBX19	Wormbase
RAX2	ZNF714	Wormbase
RB1CC1	GABARAP	Wormbase
RB1CC1	SQSTM1	Wormbase
RBBP4	A0A3B3IS24	Wormbase
RBBP4	AACS	Wormbase
RBBP4	ABAT	Wormbase
RBBP4	ABCB1	Wormbase
RBBP4	ABCB7	Wormbase
RBBP4	ABCB9	Wormbase
RBBP4	ABCD2	Wormbase
RBBP4	ABCE1	Wormbase
RBBP4	ACAD8	Wormbase
RBBP4	ACADM	Wormbase
RBBP4	ACADVL	Wormbase
RBBP4	ACO1	Wormbase
RBBP4	ACO2	Wormbase
RBBP4	ACOX1	Wormbase
RBBP4	ACSF2	Wormbase
RBBP4	ACSS2	Wormbase
RBBP4	ADH4	Wormbase
RBBP4	ADH5	Wormbase
RBBP4	ADHFE1	Wormbase
RBBP4	ADRM1	Wormbase
RBBP4	ADSS2	Wormbase
RBBP4	AFG3L2	Wormbase
RBBP4	AGK	Wormbase
RBBP4	AGL	Wormbase
RBBP4	AGO2	Wormbase
RBBP4	AGO3	Wormbase
RBBP4	AK1	Wormbase
RBBP4	ALDH18A1	Wormbase
RBBP4	ALDH1L2	Wormbase
RBBP4	ALDH2	Wormbase
RBBP4	ALDH3A1	Wormbase
RBBP4	ALDH4A1	Wormbase
RBBP4	ALDH5A1	Wormbase
RBBP4	ALDH6A1	Wormbase
RBBP4	ALDOA	Wormbase
RBBP4	AP2A2	Wormbase
RBBP4	AP2M1	Wormbase
RBBP4	APEH	Wormbase
RBBP4	AQR	Wormbase
RBBP4	ARCN1	Wormbase
RBBP4	ATP10D	Wormbase
RBBP4	ATP13A1	Wormbase
RBBP4	ATP1A3	Wormbase
RBBP4	ATP1B1	Wormbase
RBBP4	ATP2B3	Wormbase
RBBP4	ATP5F1A	Wormbase
RBBP4	ATP5MG	Wormbase
RBBP4	ATP5PB	Wormbase
RBBP4	ATP6V0A1	Wormbase
RBBP4	ATP6V0A4	Wormbase
RBBP4	ATP6V1A	Wormbase
RBBP4	ATP6V1C1	Wormbase
RBBP4	ATP6V1H	Wormbase
RBBP4	BCKDHA	Wormbase
RBBP4	BUB3	Wormbase
RBBP4	BYSL	Wormbase
RBBP4	C1QBP	Wormbase
RBBP4	CALR	Wormbase
RBBP4	CAMK2D	Wormbase
RBBP4	CAND1	Wormbase
RBBP4	CANT1	Wormbase
RBBP4	CAPN9	Wormbase
RBBP4	CARS1	Wormbase
RBBP4	CAT	Wormbase
RBBP4	CBS	Wormbase
RBBP4	CCAR2	Wormbase
RBBP4	CCDC47	Wormbase
RBBP4	CCT2	Wormbase
RBBP4	CCT3	Wormbase
RBBP4	CCT4	Wormbase
RBBP4	CCT5	Wormbase
RBBP4	CCT6A	Wormbase
RBBP4	CCT7	Wormbase
RBBP4	CCT8	Wormbase
RBBP4	CDK5RAP3	Wormbase
RBBP4	CFL2	Wormbase
RBBP4	CHD5	Wormbase
RBBP4	CIAPIN1	Wormbase
RBBP4	CKM	Wormbase
RBBP4	CLTC	Wormbase
RBBP4	CLUH	Wormbase
RBBP4	CNOT1	Wormbase
RBBP4	COG4	Wormbase
RBBP4	COPB1	Wormbase
RBBP4	COPB2	Wormbase
RBBP4	COPG2	Wormbase
RBBP4	COPS2	Wormbase
RBBP4	COPS4	Wormbase
RBBP4	CORO6	Wormbase
RBBP4	CPT2	Wormbase
RBBP4	CRYAB	Wormbase
RBBP4	CS	Wormbase
RBBP4	CTSB	Wormbase
RBBP4	CTSD	Wormbase
RBBP4	CUL1	Wormbase
RBBP4	CUL2	Wormbase
RBBP4	CYB5D2	Wormbase
RBBP4	DARS1	Wormbase
RBBP4	DDO	Wormbase
RBBP4	DDOST	Wormbase
RBBP4	DDX60	Wormbase
RBBP4	DIS3	Wormbase
RBBP4	DLAT	Wormbase
RBBP4	DLD	Wormbase
RBBP4	DLST	Wormbase
RBBP4	DNAJA1	Wormbase
RBBP4	DNAJA2	Wormbase
RBBP4	DNAJB11	Wormbase
RBBP4	DNAJC13	Wormbase
RBBP4	DNAJC2	Wormbase
RBBP4	DNM1	Wormbase
RBBP4	DNM1L	Wormbase
RBBP4	DPP3	Wormbase
RBBP4	DPYD	Wormbase
RBBP4	DYNC1H1	Wormbase
RBBP4	DYNC1I1	Wormbase
RBBP4	DYNC1LI2	Wormbase
RBBP4	EBNA1BP2	Wormbase
RBBP4	ECHDC2	Wormbase
RBBP4	ECHS1	Wormbase
RBBP4	EEF2	Wormbase
RBBP4	EHD1	Wormbase
RBBP4	EIF3B	Wormbase
RBBP4	EIF3G	Wormbase
RBBP4	EIF3L	Wormbase
RBBP4	EIF4E	Wormbase
RBBP4	EIF6	Wormbase
RBBP4	ELOVL3	Wormbase
RBBP4	ELP1	Wormbase
RBBP4	ELP3	Wormbase
RBBP4	ENO1	Wormbase
RBBP4	EPRS1	Wormbase
RBBP4	ETFDH	Wormbase
RBBP4	FAAH	Wormbase
RBBP4	FARSB	Wormbase
RBBP4	FAXC	Wormbase
RBBP4	FBL	Wormbase
RBBP4	FBP1	Wormbase
RBBP4	FBXW11	Wormbase
RBBP4	FH	Wormbase
RBBP4	FMO5	Wormbase
RBBP4	FNTA	Wormbase
RBBP4	GALE	Wormbase
RBBP4	GALNT2	Wormbase
RBBP4	GANC	Wormbase
RBBP4	GAPDH	Wormbase
RBBP4	GART	Wormbase
RBBP4	GARS1	Wormbase
RBBP4	GDI2	Wormbase
RBBP4	GLG1	Wormbase
RBBP4	GLRX3	Wormbase
RBBP4	GLRX5	Wormbase
RBBP4	GLUD1	Wormbase
RBBP4	GMPPB	Wormbase
RBBP4	GMPR	Wormbase
RBBP4	GNAS	Wormbase
RBBP4	GNB5	Wormbase
RBBP4	GOT1	Wormbase
RBBP4	GOT2	Wormbase
RBBP4	GPD1	Wormbase
RBBP4	GPI	Wormbase
RBBP4	GPX4	Wormbase
RBBP4	GSR	Wormbase
RBBP4	GYG1	Wormbase
RBBP4	GYS1	Wormbase
RBBP4	HADHB	Wormbase
RBBP4	HAT1	Wormbase
RBBP4	HDAC1	Wormbase
RBBP4	HES1	Wormbase
RBBP4	HGS	Wormbase
RBBP4	HIBADH	Wormbase
RBBP4	HPD	Wormbase
RBBP4	HPGDS	Wormbase
RBBP4	HSD17B4	Wormbase
RBBP4	HSP90AA1	Wormbase
RBBP4	HSP90B1	Wormbase
RBBP4	HSPA4L	Wormbase
RBBP4	HSPA5	Wormbase
RBBP4	HSPA8	Wormbase
RBBP4	HSPA9	Wormbase
RBBP4	HSPD1	Wormbase
RBBP4	IARS1	Wormbase
RBBP4	IARS2	Wormbase
RBBP4	IDH2	Wormbase
RBBP4	IDH3A	Wormbase
RBBP4	IDH3B	Wormbase
RBBP4	IMMT	Wormbase
RBBP4	IMPDH1	Wormbase
RBBP4	IVD	Wormbase
RBBP4	KIF5C	Wormbase
RBBP4	KMO	Wormbase
RBBP4	KPNA4	Wormbase
RBBP4	KPNB1	Wormbase
RBBP4	L2HGDH	Wormbase
RBBP4	LARS1	Wormbase
RBBP4	LARS2	Wormbase
RBBP4	LGALS9	Wormbase
RBBP4	LMAN1	Wormbase
RBBP4	LONP1	Wormbase
RBBP4	LRP2	Wormbase
RBBP4	LSM14A	Wormbase
RBBP4	MAGT1	Wormbase
RBBP4	MAN1A2	Wormbase
RBBP4	MAPK14	Wormbase
RBBP4	MCCC1	Wormbase
RBBP4	MCCC2	Wormbase
RBBP4	MDH1	Wormbase
RBBP4	MDH2	Wormbase
RBBP4	MFN2	Wormbase
RBBP4	MRPS9	Wormbase
RBBP4	MTCO2P12	Wormbase
RBBP4	MTA3	Wormbase
RBBP4	MMUT	Wormbase
